name,tag,oNamCol,product
Sant_1601,Sant_1601,Aldehyde dehydrogenase NAD(P)-dependent,Aldehyde dehydrogenase NAD(P)-dependent
Sant_1602,Sant_1602,Thiamine pyrophosphate protein,Thiamine pyrophosphate protein
Sant_1603,Sant_1603,Extracellular solute-binding protein family 1,Extracellular solute-binding protein family 1
Sant_1604,Sant_1604,Putative protein transporter ATPase,Putative protein transporter ATPase
Sant_1605,Sant_1605,Binding-protein-dependent transport systems inner membrane component,Binding-protein-dependent transport systems inner membrane component
Sant_1606,Sant_1606,Binding-protein-dependent transport systems inner membrane component,Binding-protein-dependent transport systems inner membrane component
Sant_1607,Sant_1607,Putative PQQ-dependent dehydrogenase 4,Putative PQQ-dependent dehydrogenase 4
Sant_1608,Sant_1608,hypothetical protein,hypothetical protein
Sant_1609,Sant_1609,Putative carbon-nitrogen hydrolase,Putative carbon-nitrogen hydrolase
Sant_1610,Sant_1610,DoxX family protein,DoxX family protein
Sant_1611,Sant_1611,hypothetical protein,hypothetical protein
Sant_1612,Sant_1612,LysR family transcriptional regulator,LysR family transcriptional regulator
Sant_1613,Sant_1613,Transcriptional regulator LacI family,Transcriptional regulator LacI family
Sant_1614,Sant_1614,Carbohydrate kinase FGGY xylulokinase,Carbohydrate kinase FGGY xylulokinase
Sant_1615,Sant_1615,Mannitol-1-phosphate 5-dehydrogenase,Mannitol-1-phosphate 5-dehydrogenase
Sant_1616,Sant_1616,Mannitol dehydrogenase C-terminal domain protein,Mannitol dehydrogenase C-terminal domain protein
Sant_1617,Sant_1617,Putative D-galactonate transporter,Putative D-galactonate transporter
Sant_1618,Sant_1618,Transcriptional Regulator DeoR family,Transcriptional Regulator DeoR family
Sant_1619,Sant_1619,HAD superfamily hydrolase,HAD superfamily hydrolase
Sant_1620,Sant_1620,Carbohydrate kinase FGGY-like protein,Carbohydrate kinase FGGY-like protein
btpA,Sant_1621,btpA,Photosystem I assembly protein
Sant_1622,Sant_1622,DeoR family transcription regulator,DeoR family transcription regulator
Sant_1623,Sant_1623,Short-chain dehydrogenase/reductase SDR,Short-chain dehydrogenase/reductase SDR
Sant_1624,Sant_1624,Putative sn-Glycerol-3-phosphate ABC transporterATP-binding protein,Putative sn-Glycerol-3-phosphate ABC transporterATP-binding protein
Sant_1625,Sant_1625,Binding-protein-dependent transporters inner membrane component,Binding-protein-dependent transporters inner membrane component
Sant_1626,Sant_1626,Extracellular solute-binding protein family 1,Extracellular solute-binding protein family 1
Sant_1627,Sant_1627,Binding-protein-dependent transporters inner membrane component,Binding-protein-dependent transporters inner membrane component
Sant_1628,Sant_1628,5'(3')-deoxyribonucleotidase,5'(3')-deoxyribonucleotidase
Sant_1629,Sant_1629,Glyoxalase,Glyoxalase
asnT,Sant_t1630,asnT tRNA,tRNA-Asn
mtfA,Sant_1631,mtfA,DgsA anti-repressor
serU,Sant_t1632,serU tRNA,tRNA-Ser
lgtB,Sant_1633,lgtB,Lacto-N-neotetraose biosynthesis glycosyltransferase
Sant_1634,Sant_1634,hypothetical protein,hypothetical protein
fieF,Sant_1635,fieF,Cation diffusion facilitator family transporter
Sant_1636,Sant_1636,hypothetical protein,hypothetical protein
Sant_1637,Sant_1637,hypothetical protein,hypothetical protein
Sant_1638,Sant_1638,hypothetical protein,hypothetical protein
Sant_1639,Sant_1639,Peptidase T,Peptidase T
Sant_1640,Sant_1640,Putative inner membrane protein,Putative inner membrane protein
Sant_1641,Sant_1641,hypothetical protein,hypothetical protein
Sant_1642,Sant_1642,hypothetical protein,hypothetical protein
Sant_1643,Sant_1643,hypothetical protein,hypothetical protein
apbE,Sant_1644,apbE,Thiamine biosynthesis lipoprotein
Sant_1645,Sant_1645,hypothetical protein,hypothetical protein
Sant_1646,Sant_1646,hypothetical protein,hypothetical protein
Sant_1647,Sant_1647,hypothetical protein,hypothetical protein
Sant_1648,Sant_1648,Transcriptional regulator AraC family,Transcriptional regulator AraC family
Sant_1649,Sant_1649,Putative cell wall biogenesis glycosyl transferase,Putative cell wall biogenesis glycosyl transferase
Sant_1650,Sant_1650,Mannosyl-3-phosphoglycerate phosphatase,Mannosyl-3-phosphoglycerate phosphatase
Sant_1651,Sant_1651,hypothetical protein,hypothetical protein
Sant_1652,Sant_1652,hypothetical protein,hypothetical protein
rcsA1,Sant_1653,rcsA1,Colanic acid capsular biosynthesis activation protein A
otsB,Sant_1654,otsB,Trehalose-6-phosphate phosphatase
otsA,Sant_1655,otsA,Trehalose-6-phosphate synthase
Sant_1656,Sant_1656,Putative general stress response protein,Putative general stress response protein
Sant_1657,Sant_1657,Putative phage repressor,Putative phage repressor
Sant_1658,Sant_1658,hypothetical protein,hypothetical protein
putA,Sant_1659,putA,Trifunctional transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
Sant_1660,Sant_1660,hypothetical protein,hypothetical protein
serW,Sant_t1661,serW tRNA,tRNA-Ser
Sant_1662,Sant_1662,Glycosyltransferase,Glycosyltransferase
Sant_1663,Sant_1663,Polysaccharide biosynthesis protein,Polysaccharide biosynthesis protein
cadC,Sant_1664,cadC,Transcriptional regulator
Sant_1665,Sant_1665,hypothetical protein,hypothetical protein
Sant_1666,Sant_1666,Cytoplasmic chaperone TorD family protein,Cytoplasmic chaperone TorD family protein
yceB,Sant_1667,yceB,Putative lipoprotein
grxB,Sant_1668,grxB,Glutaredoxin 2
mdtH,Sant_1669,mdtH,Multidrug resistance protein
rimJ,Sant_1670,rimJ,Ribosomal-protein-S5-alanine N-acetyltransferase
mviM,Sant_1671,mviM,Virulence factor
murJ,Sant_1672,murJ,Putative virulence factor
argS,Sant_1673,argS,Arginyl-tRNA synthetase
Sant_1674,Sant_1674,hypothetical protein,hypothetical protein
Sant_1675,Sant_1675,Class I/II aminotransferase,Class I/II aminotransferase
cutC,Sant_1676,cutC,Copper homeostasis protein
cmoB,Sant_1677,cmoB,TRNA (mo5U34)-methyltransferase
cmoA,Sant_1678,cmoA,Putative methyltransferase
yecN,Sant_1679,yecN,Putative inner membrane protein
Sant_1680,Sant_1680,hypothetical protein,hypothetical protein
yecD,Sant_1681,yecD,Isochorismatase hydrolase
aspS,Sant_1682,aspS,Aspartyl-tRNA synthetase
nudB,Sant_1683,nudB,DATP pyrophosphohydrolase
Sant_1684,Sant_1684,hypothetical protein,hypothetical protein
ruvC,Sant_1685,ruvC,Holliday junction resolvase
ruvA,Sant_1686,ruvA,Holliday junction DNA helicase motor protein
ruvB,Sant_1687,ruvB,Holliday junction DNA helicase B
znuB,Sant_1688,znuB,ABC-type Mn2+/Zn2+ transport system permease component
znuC,Sant_1689,znuC,High-affinity zinc transporter ATPase
znuA,Sant_1690,znuA,High-affinity zinc transporter periplasmic component
yebA,Sant_1691,yebA,Putative peptidase M23
lpxM,Sant_1692,lpxM,Lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
Sant_1693,Sant_1693,Mn2+/Fe2+ transporter,Mn2+/Fe2+ transporter
Sant_1694,Sant_1694,hypothetical protein,hypothetical protein
Sant_1695,Sant_1695,Putative inner membrane protein,Putative inner membrane protein
pykA,Sant_1696,pykA,Pyruvate kinase II
hexR,Sant_1697,hexR,DNA-binding transcriptional regulator
zwf,Sant_1698,zwf,Glucose-6-phosphate 1-dehydrogenase
eda,Sant_1699,eda,2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase
yeaM,Sant_1700,yeaM,AraC family transcriptional regulator
yeaN,Sant_1701,yeaN,Membrane protein
purT,Sant_1702,purT,Phosphoribosylglycinamide formyltransferase 2
Sant_1703,Sant_1703,hypothetical protein,hypothetical protein
ptrB,Sant_1704,ptrB,Protease II
exoX,Sant_1705,exoX,Exodeoxyribonuclease X
holE,Sant_1706,holE,DNA polymerase III subunit theta
ftnA,Sant_1707,ftnA,Ferritin
yobA,Sant_1708,yobA,Putative copper resistance protein
yebZ,Sant_1709,yebZ,Putative copper resistance protein
Sant_1710,Sant_1710,hypothetical protein,hypothetical protein
Sant_ps1711,Sant_ps1711,Pseudogene,
Sant_1712,Sant_1712,LuxR family transcriptional regulatory protein,LuxR family transcriptional regulatory protein
Sant_1713,Sant_1713,LuxR family transcriptional regulatory protein,LuxR family transcriptional regulatory protein
Sant_1714,Sant_1714,LuxR family transcriptional regulatory protein,LuxR family transcriptional regulatory protein
Sant_1715,Sant_1715,hypothetical protein,hypothetical protein
Sant_1716,Sant_1716,hypothetical protein,hypothetical protein
ssrB,Sant_1717,ssrB,Putative two-component response regulator
ssrA,Sant_1718,ssrA,Two-component sensor kinase
ssaB,Sant_1719,ssaB,Secreted effector protein
ssaC,Sant_1720,ssaC,Type III secretion apparatus
ssaD,Sant_1721,ssaD,Type III secretion apparatus
ssaE,Sant_1722,ssaE,Secreted effector protein
sseA,Sant_1723,sseA,Pathogenicity island protein
sseB,Sant_1724,sseB,Putative secreted effector protein
sscA,Sant_1725,sscA,Type III secretion chaperone
sseC,Sant_1726,sseC,Translocation machinery component
sseD,Sant_1727,sseD,Translocation machinery component
sseE,Sant_1728,sseE,Secreted effector protein
sscB,Sant_1729,sscB,Type III secretion chaperone
ssaG,Sant_1730,ssaG,Type III secretion apparatus
ssaH,Sant_1731,ssaH,Type III secretion apparatus
ssaI,Sant_1732,ssaI,Type III secretion apparatus
ssaJ,Sant_1733,ssaJ,Type III secretion apparatus
Sant_1734,Sant_1734,Type III secretion apparatus,Type III secretion apparatus
ssaK,Sant_1735,ssaK,Type III secretion apparatus
ssaL,Sant_1736,ssaL,Type III secretion apparatus
ssaM,Sant_1737,ssaM,Type III secretion apparatus
ssaV,Sant_1738,ssaV,Type III secretion apparatus
ssaN,Sant_1739,ssaN,Type III secretion system ATPase
ssaO,Sant_1740,ssaO,Type III secretion apparatus
ssaP,Sant_1741,ssaP,Type III secretion system protein
ssaQ,Sant_1742,ssaQ,Type III secretion system protein
ssaR,Sant_1743,ssaR,Type III secretion system protein
ssaS,Sant_1744,ssaS,Type III secretion apparatus
ssaT,Sant_1745,ssaT,Type III secretion apparatus
ssaU,Sant_1746,ssaU,Secretion system apparatus protein
Sant_1747,Sant_1747,hypothetical protein,hypothetical protein
Sant_1748,Sant_1748,Glyoxalase/bleomycin resistance,Glyoxalase/bleomycin resistance
Sant_1749,Sant_1749,LysR family transcriptional regulator,LysR family transcriptional regulator
Sant_1750,Sant_1750,Urea carboxylase,Urea carboxylase
Sant_1751,Sant_1751,Allophanate hydrolase subunit 1,Allophanate hydrolase subunit 1
Sant_1752,Sant_1752,LamB/YcsF family protein,LamB/YcsF family protein
Sant_1753,Sant_1753,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein,D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein
Sant_1754,Sant_1754,hypothetical protein,hypothetical protein
Sant_1755,Sant_1755,ABC amino acid transporter ATPase subunit,ABC amino acid transporter ATPase subunit
Sant_1756,Sant_1756,Polar amino acid ABC transporter inner membranesubunit,Polar amino acid ABC transporter inner membranesubunit
speB2,Sant_1757,speB2,Agmatinase
Sant_1758,Sant_1758,Amino acid ABC transporter,Amino acid ABC transporter
Sant_1759,Sant_1759,GntR family transcriptional regulator,GntR family transcriptional regulator
Sant_1760,Sant_1760,Allantoate amidohydrolase,Allantoate amidohydrolase
aatA,Sant_1761,aatA,Aspartate aminotransferase A
Sant_1762,Sant_1762,hypothetical protein,hypothetical protein
Sant_1763,Sant_1763,hypothetical protein,hypothetical protein
Sant_1764,Sant_1764,Paraquat-inducible protein B,Paraquat-inducible protein B
yebS,Sant_1765,yebS,Inner membrane protein
yebR,Sant_1766,yebR,Diguanylate cyclase
proQ,Sant_1767,proQ,Solute/DNA competence effector
prc,Sant_1768,prc,Carboxy-terminal protease
htpX,Sant_1769,htpX,Putative protease/heat shock protein
Sant_1770,Sant_1770,MFS transporter,MFS transporter
kdgR,Sant_1771,kdgR,Putative transcriptional regulator
Sant_1772,Sant_1772,hypothetical protein,hypothetical protein
Sant_1773,Sant_1773,hypothetical protein,hypothetical protein
Sant_1774,Sant_1774,hypothetical protein,hypothetical protein
Sant_1775,Sant_1775,Metallo-beta-lactamase,Metallo-beta-lactamase
Sant_1776,Sant_1776,hypothetical protein,hypothetical protein
cspC,Sant_1777,cspC,Cold shock protein
Sant_1778,Sant_1778,hypothetical protein,hypothetical protein
rrmA,Sant_1779,rrmA,RRNA (guanine-N(1)-)-methyltransferase
yebN,Sant_1780,yebN,Membrane protein
yobD,Sant_1781,yobD,Putative membrane protein
manZ,Sant_1782,manZ,Mannose specific PTS system IID component
manY,Sant_1783,manY,Mannose specific PTS system IIC component
manX,Sant_1784,manX,Mannose speicific PTS system IIAB component
yoaE,Sant_1785,yoaE,Integral membrane protein
sdaA,Sant_1786,sdaA,L-serine deamindase 1
nudL,Sant_1787,nudL,NUDIX hydrolase
pabB,Sant_1788,pabB,Para-aminobenzoate synthase component I
Sant_1789,Sant_1789,hypothetical protein,hypothetical protein
yoaB,Sant_1790,yoaB,Endoribonuclease
yoaA,Sant_1791,yoaA,ATP-dependent helicase
yeaZ,Sant_1792,yeaZ,Peptidase M22 glycoprotease
yeaY,Sant_1793,yeaY,Outer membrane lipoprotein Slp family
rnd,Sant_1794,rnd,Ribonuclease D
minE,Sant_1795,minE,Cell division topological specificity factor
minD,Sant_1796,minD,Cell division inhibitor
minC,Sant_1797,minC,Septum site-determining protein
Sant_1798,Sant_1798,hypothetical protein,hypothetical protein
ycgM,Sant_1799,ycgM,Fumarylacetoacetate (FAA) hydrolase
Sant_1800,Sant_1800,hypothetical protein,hypothetical protein
Sant_1801,Sant_1801,hypothetical protein,hypothetical protein
dsbB,Sant_1802,dsbB,Disulfide bond formation protein B
fadR,Sant_1803,fadR,Fatty acid metabolism regulator
ycgB,Sant_1804,ycgB,SpoVR family protein
dadA,Sant_1805,dadA,D-amino acid dehydrogenase small subunit
alr,Sant_1806,alr,Alanine racemase
Sant_1807,Sant_1807,Multidrug resistance protein,Multidrug resistance protein
Sant_1808,Sant_1808,Putative regulatory protein MarR family,Putative regulatory protein MarR family
cvrA,Sant_1809,cvrA,Potassium/proton antiporter
Sant_1810,Sant_1810,hypothetical protein,hypothetical protein
yeaG,Sant_1811,yeaG,PrkA family serine protein kinase
mipA,Sant_1812,mipA,MltA-interacting protein precursor
yeaE,Sant_1813,yeaE,Methylglyoxal reductase (NADPH-dependent)
yeaD,Sant_1814,yeaD,Aldose 1-epimerase
gapA,Sant_1815,gapA,Glyceraldehyde 3-phosphate dehydrogenase
msrB,Sant_1816,msrB,Methionine sulfoxide reductase B
Sant_1817,Sant_1817,hypothetical protein,hypothetical protein
pncA,Sant_1818,pncA,Nicotinamidase/pyrazinamidase
ansA,Sant_1819,ansA,L-asparaginase I
sppA,Sant_1820,sppA,Protease 4
ydjA,Sant_1821,ydjA,Putative nitroreductase
topB,Sant_1822,topB,DNA topoisomerase III
nudG,Sant_1823,nudG,Putative pyrophosphohydrolase
xthA,Sant_1824,xthA,Exodeoxyribonuclease III
tyrT,Sant_t1825,tyrT tRNA,tRNA-Tyr
purU,Sant_1826,purU,Formyltetrahydrofolate deformylase
Sant_1827,Sant_1827,hypothetical protein,hypothetical protein
hnr,Sant_1828,hnr,Response regulator of RpoS
galU,Sant_1829,galU,UTP--glucose-1-phosphate uridylyltransferase subunit
ugd,Sant_1830,ugd,Putative UDP-glucose dehydrogenase
uge,Sant_1831,uge,Putative NAD dependent nucleotide sugar epimerase
hns,Sant_1832,hns,Global DNA-binding transcriptional dual regulator
tdk,Sant_1833,tdk,Thymidine kinase
adhE,Sant_1834,adhE,Bifunctional acetaldehyde-CoA/alcohol dehydrogenase
oppA,Sant_1835,oppA,Oligopeptide ABC transporter periplasmic component
oppB,Sant_1836,oppB,Oligopeptide transporter permease
oppC,Sant_1837,oppC,Oligopeptide ABC transporter permease component
oppD,Sant_1838,oppD,Oligopeptide transporter ATP-binding component
oppF,Sant_1839,oppF,Oligopeptide ABC transporter ATP-binding component
yciU,Sant_1840,yciU,dsDNA-mimic protein
cls,Sant_1841,cls,Cadriolipin synthetase
Sant_1842,Sant_1842,hypothetical protein,hypothetical protein
Sant_1843,Sant_1843,hypothetical protein,hypothetical protein
Sant_1844,Sant_1844,LysM domain-containing protein,LysM domain-containing protein
Sant_1845,Sant_1845,YCII domain-containing protein,YCII domain-containing protein
tonB,Sant_1846,tonB,Transport protein
yciA,Sant_1847,yciA,Acyl-CoA thioester hydrolase
yciB,Sant_1848,yciB,Intracellular septation protein A
yciC,Sant_1849,yciC,membrane protein
Sant_1850,Sant_1850,hypothetical protein,hypothetical protein
ompW,Sant_1851,ompW,Outer membrane protein
Sant_1852,Sant_1852,Transport-associated protein,Transport-associated protein
trpA,Sant_1853,trpA,Tryptophan synthase subunit alpha
trpB,Sant_1854,trpB,Tryptophan synthase subunit beta
trpC,Sant_1855,trpC,Bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
trpD,Sant_1856,trpD,Anthranilate phosphoribosyltransferase
trpG,Sant_1857,trpG,Anthranilate synthase component II
trpE,Sant_1858,trpE,Anthranilate synthase component I
yciV,Sant_1859,yciV,S-adenosylmethionine tRNA ribosyltransferase
yciO,Sant_1860,yciO,Putative translation factor (SUA5)
rluB,Sant_1861,rluB,23S rRNA pseudouridylate synthase B
btuR,Sant_1862,btuR,Cob(I)yrinic acid ac-diamide adenosyltransferase
yciK,Sant_1863,yciK,Short chain dehydrogenase
sohB,Sant_1864,sohB,Putative periplasmic protease
Sant_1865,Sant_1865,hypothetical protein,hypothetical protein
topA,Sant_1866,topA,DNA topoisomerase I
cysB,Sant_1867,cysB,Transcriptional regulator
acnA,Sant_1868,acnA,Aconitate hydratase
Sant_1869,Sant_1869,hypothetical protein,hypothetical protein
Sant_1870,Sant_1870,IAA acetyltransferase,IAA acetyltransferase
ribA,Sant_1871,ribA,GTP cyclohydrolase II
pgpB,Sant_1872,pgpB,Phosphatidylglycerophosphatase B
yciS,Sant_1873,yciS,membrane protein
yciM,Sant_1874,yciM,Tetratricopeptide repeat protein
pyrF,Sant_1875,pyrF,Orotidine 5'-phosphate decarboxylase
yciH,Sant_1876,yciH,Translation initiation factor SUI1
Sant_1877,Sant_1877,Osmotically inducible lipoprotein B,Osmotically inducible lipoprotein B
araD,Sant_1878,araD,L-ribulose-5-phosphate 4-epimerase
